rank,finalWorth,age,selfMade,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,gdp_country,category,country,gender,nBillionaires,totalWealth,meanWealth,state,totalWealthCat,meanWealthCat
1104,2700,0,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Media & Entertainment,,F,0,,,,427500,4697.802197802198
1104,2700,75,False,1947,7,21,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Manufacturing,India,M,157,628700.0,4004.458598726115,,1019000,3145.061728395062
1104,2700,55,True,1967,9,25,180.75,4.5,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,Logistics,Russia,M,79,351000.0,4443.037974683544,,239500,5987.5
1104,2700,32,True,1990,6,4,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
1104,2700,81,True,1941,4,20,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Service,United States,M,754,4575100.0,6067.771883289125,Minnesota,173400,3271.698113207547
1104,2700,52,True,1970,6,11,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,Pennsylvania,427500,4697.802197802198
1104,2700,65,True,1958,1,1,182.75,5.2,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,180161741180,Metals & Mining,Kazakhstan,M,7,26300.0,3757.142857142858,,446800,6037.8378378378375
1104,2700,29,False,1993,4,22,120.27,2.2,82.0,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946,403336363636,Food & Beverage,Norway,M,9,27100.0,3011.1111111111113,,957200,4515.094339622641
1104,2700,58,True,1965,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Manufacturing,Hong Kong,M,68,321500.0,4727.941176470588,,1019000,3145.061728395062
1104,2700,61,True,1962,2,27,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Healthcare,China,M,523,1805500.0,3452.1988527724666,,643200,3200.0
1104,2700,59,True,1963,12,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Healthcare,China,M,523,1805500.0,3452.1988527724666,,643200,3200.0
1164,2600,53,True,1969,9,23,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Real Estate,United States,M,754,4575100.0,6067.771883289125,New York,657400,3406.2176165803107
1164,2600,54,True,1969,3,29,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,New York,1605100,4314.784946236559
1164,2600,56,True,1966,5,21,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,New York,1605100,4314.784946236559
1164,2600,60,True,1963,1,20,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,California,427500,4697.802197802198
1164,2600,51,False,1972,2,5,167.4,3.7,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,Food & Beverage,Brazil,M,44,104800.0,2381.818181818182,,957200,4515.094339622641
1164,2600,50,False,1972,12,8,167.4,3.7,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,Food & Beverage,Brazil,M,44,104800.0,2381.818181818182,,957200,4515.094339622641
1164,2600,46,False,1977,3,29,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Media & Entertainment,Germany,F,102,462100.0,4530.392156862745,,427500,4697.802197802198
1164,2600,48,False,1975,1,1,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Manufacturing,Switzerland,F,78,409900.0,5255.128205128205,,1019000,3145.061728395062
1164,2600,58,True,1964,6,18,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Healthcare,China,M,523,1805500.0,3452.1988527724666,,643200,3200.0
1164,2600,64,False,1959,1,1,114.41,0.6,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,372062527489,Finance & Investments,Singapore,M,46,138000.0,3000.0,,1605100,4314.784946236559
1164,2600,47,True,1976,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
1164,2600,71,True,1952,2,15,141.54,3.6,40.2,105.8,75.0,13.1,55.1,126014024,23.634501,-102.552784,1258286717125,Service,Mexico,M,13,165700.0,12746.153846153846,,173400,3271.698113207547
1164,2600,81,True,1941,12,18,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Energy,United States,M,754,4575100.0,6067.771883289125,Texas,453500,4535.0
1164,2600,67,False,1956,3,19,110.96,0.7,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,1394116310769,Construction & Engineering,Spain,F,25,133700.0,5348.0,,118500,2633.3333333333335
1164,2600,54,True,1968,9,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
1164,2600,79,False,1944,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Food & Beverage,Ireland,M,4,9600.0,2400.0,,957200,4515.094339622641
1164,2600,61,False,1961,5,5,110.51,1.8,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,530832908738,Diversified,Sweden,M,26,90900.0,3496.153846153846,,905200,4840.641711229947
1164,2600,54,False,1968,5,1,110.51,1.8,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,530832908738,Diversified,Sweden,M,26,90900.0,3496.153846153846,,905200,4840.641711229947
1164,2600,58,False,1964,12,1,119.8,1.6,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,1392680589329,Manufacturing,Australia,F,43,173500.0,4034.883720930232,,1019000,3145.061728395062
1164,2600,85,True,1937,9,19,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Arizona,1605100,4314.784946236559
1164,2600,58,True,1964,12,17,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Healthcare,China,M,523,1805500.0,3452.1988527724666,,643200,3200.0
1164,2600,75,True,1947,9,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Construction & Engineering,China,M,523,1805500.0,3452.1988527724666,,118500,2633.3333333333335
1164,2600,54,True,1968,4,26,180.75,4.5,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,Service,Russia,M,79,351000.0,4443.037974683544,,173400,3271.698113207547
1164,2600,69,False,1953,9,12,110.96,0.7,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,1394116310769,Finance & Investments,Spain,F,25,133700.0,5348.0,,1605100,4314.784946236559
1164,2600,40,False,1983,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Real Estate,Hong Kong,M,68,321500.0,4727.941176470588,,657400,3406.2176165803107
1164,2600,77,True,1945,8,13,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Florida,1605100,4314.784946236559
1164,2600,76,True,1946,8,1,110.05,1.1,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,2715518274227,Food & Beverage,France,M,35,499500.0,14271.42857142857,,957200,4515.094339622641
1164,2600,66,True,1956,5,6,116.76,1.9,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,Technology,Canada,M,42,173900.0,4140.476190476191,,1877900,5980.573248407643
1164,2600,59,True,1964,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Automotive,China,M,523,1805500.0,3452.1988527724666,,525300,7195.890410958904
1164,2600,47,True,1976,3,9,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Service,China,M,523,1805500.0,3452.1988527724666,,173400,3271.698113207547
1164,2600,69,True,1953,6,1,114.41,0.6,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,372062527489,Finance & Investments,Singapore,M,46,138000.0,3000.0,,1605100,4314.784946236559
1164,2600,52,False,1971,3,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Diversified,China,M,523,1805500.0,3452.1988527724666,,905200,4840.641711229947
1164,2600,95,True,1927,10,31,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Service,Switzerland,M,78,409900.0,5255.128205128205,,173400,3271.698113207547
1164,2600,84,True,1938,4,28,115.91,2.6,85.0,104.2,81.8,23.0,41.2,17332850,52.132633,5.291266,909070395161,Finance & Investments,Netherlands,M,10,24700.0,2470.0,,1605100,4314.784946236559
1164,2600,76,True,1946,5,5,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Florida,957200,4515.094339622641
1164,2600,61,False,1961,9,4,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Manufacturing,Germany,M,102,462100.0,4530.392156862745,,1019000,3145.061728395062
1164,2600,60,True,1963,2,19,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Fashion & Retail,India,F,157,628700.0,4004.458598726115,,1698800,6386.466165413533
1164,2600,55,False,1967,9,8,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
1164,2600,58,True,1964,10,27,180.75,4.5,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,Logistics,Russia,M,79,351000.0,4443.037974683544,,239500,5987.5
1164,2600,79,False,1944,1,1,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
1164,2600,46,False,1977,2,13,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,New York,957200,4515.094339622641
1164,2600,57,True,1965,11,7,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,Illinois,1877900,5980.573248407643
1164,2600,81,False,1941,8,17,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Automotive,Germany,F,102,462100.0,4530.392156862745,,525300,7195.890410958904
1164,2600,70,True,1952,7,7,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Healthcare,United States,M,754,4575100.0,6067.771883289125,New York,643200,3200.0
1164,2600,77,False,1946,1,1,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Manufacturing,Germany,M,102,462100.0,4530.392156862745,,1019000,3145.061728395062
1164,2600,67,True,1955,5,9,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Energy,United States,M,754,4575100.0,6067.771883289125,Florida,453500,4535.0
1164,2600,51,False,1972,1,1,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Manufacturing,Germany,F,102,462100.0,4530.392156862745,,1019000,3145.061728395062
1164,2600,69,False,1953,9,5,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Arkansas,957200,4515.094339622641
1164,2600,0,False,0,0,0,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Manufacturing,Germany,F,102,462100.0,4530.392156862745,,1019000,3145.061728395062
1164,2600,57,False,1965,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Construction & Engineering,,M,0,,,,118500,2633.3333333333335
1164,2600,52,False,1970,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Construction & Engineering,,M,0,,,,118500,2633.3333333333335
1164,2600,57,True,1966,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Technology,China,M,523,1805500.0,3452.1988527724666,,1877900,5980.573248407643
1164,2600,52,True,1970,10,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Technology,China,M,523,1805500.0,3452.1988527724666,,1877900,5980.573248407643
1217,2500,98,True,1924,8,15,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Florida,957200,4515.094339622641
1217,2500,74,False,1948,5,16,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,Massachusetts,1698800,6386.466165413533
1217,2500,77,False,1945,7,19,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,F,754,4575100.0,6067.771883289125,Maine,1698800,6386.466165413533
1217,2500,78,False,1944,8,19,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,Massachusetts,1698800,6386.466165413533
1217,2500,71,False,1952,3,25,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Construction & Engineering,United States,M,754,4575100.0,6067.771883289125,California,118500,2633.3333333333335
1217,2500,56,True,1967,3,19,119.62,1.7,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,Diversified,United Kingdom,M,82,370700.0,4520.731707317073,,905200,4840.641711229947
1217,2500,91,False,1931,6,27,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Florida,957200,4515.094339622641
1217,2500,85,False,1937,4,28,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Food & Beverage,India,M,157,628700.0,4004.458598726115,,957200,4515.094339622641
1217,2500,81,True,1942,1,1,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Automotive,United States,M,754,4575100.0,6067.771883289125,Massachusetts,525300,7195.890410958904
1217,2500,39,True,1984,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Media & Entertainment,China,M,523,1805500.0,3452.1988527724666,,427500,4697.802197802198
1217,2500,75,True,1948,4,2,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Nevada,957200,4515.094339622641
1217,2500,75,True,1947,12,18,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,F,754,4575100.0,6067.771883289125,Nevada,957200,4515.094339622641
1217,2500,79,True,1943,4,25,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Florida,1605100,4314.784946236559
1217,2500,75,False,1947,6,2,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Manufacturing,India,M,157,628700.0,4004.458598726115,,1019000,3145.061728395062
1217,2500,72,False,1951,2,16,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Nebraska,957200,4515.094339622641
1217,2500,55,True,1968,1,2,180.75,4.5,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,Metals & Mining,Russia,M,79,351000.0,4443.037974683544,,446800,6037.8378378378375
1217,2500,57,True,1966,3,11,102.51,0.3,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,24564647935,Technology,Cyprus,M,5,9600.0,1920.0,,1877900,5980.573248407643
1217,2500,67,True,1955,6,10,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,New York,1605100,4314.784946236559
1217,2500,61,True,1961,5,11,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Manufacturing,India,M,157,628700.0,4004.458598726115,,1019000,3145.061728395062
1217,2500,73,True,1949,7,1,167.4,3.7,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,Energy,Brazil,M,44,104800.0,2381.818181818182,,453500,4535.0
1217,2500,73,True,1949,11,17,116.76,1.9,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,Technology,Canada,M,42,173900.0,4140.476190476191,,1877900,5980.573248407643
1217,2500,70,True,1953,3,18,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
1217,2500,64,False,1958,8,23,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,Tennessee,1698800,6386.466165413533
1217,2500,74,True,1948,5,24,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,New York,1605100,4314.784946236559
1217,2500,53,True,1969,12,4,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,New York,427500,4697.802197802198
1217,2500,74,False,1949,1,7,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Automotive,India,M,157,628700.0,4004.458598726115,,525300,7195.890410958904
1217,2500,62,False,1961,2,13,234.44,15.2,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,754411708203,Energy,Turkey,M,25,55700.0,2228.0,,453500,4535.0
1217,2500,66,True,1956,12,23,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Real Estate,United States,M,754,4575100.0,6067.771883289125,Tennessee,657400,3406.2176165803107
1217,2500,70,True,1953,3,27,118.06,1.5,85.1,103.1,81.6,25.4,51.4,8877067,47.516231,14.550072,446314739528,Construction & Engineering,Austria,M,11,75400.0,6854.545454545455,,118500,2633.3333333333335
1217,2500,70,True,1953,3,7,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
1217,2500,76,True,1947,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Real Estate,Taiwan,M,43,117900.0,2741.860465116279,,657400,3406.2176165803107
1217,2500,36,True,1987,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Fashion & Retail,China,F,523,1805500.0,3452.1988527724666,,1698800,6386.466165413533
1217,2500,77,False,1946,1,1,113.27,0.7,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,543649976166,Food & Beverage,Thailand,M,28,100700.0,3596.4285714285716,,957200,4515.094339622641
1217,2500,76,True,1947,1,1,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Healthcare,Switzerland,M,78,409900.0,5255.128205128205,,643200,3200.0
1217,2500,92,False,1930,11,5,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Automotive,India,M,157,628700.0,4004.458598726115,,525300,7195.890410958904
1217,2500,34,True,1988,7,19,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
1217,2500,49,True,1974,1,1,110.96,0.7,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,1394116310769,Real Estate,Spain,M,25,133700.0,5348.0,,657400,3406.2176165803107
1217,2500,64,True,1958,9,3,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Manufacturing,United States,F,754,4575100.0,6067.771883289125,Nevada,1019000,3145.061728395062
1217,2500,69,False,1953,8,10,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
1217,2500,77,True,1945,9,17,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Technology,China,F,523,1805500.0,3452.1988527724666,,1877900,5980.573248407643
1217,2500,59,False,1964,3,18,234.44,15.2,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,754411708203,Diversified,Turkey,M,25,55700.0,2228.0,,905200,4840.641711229947
1217,2500,77,True,1946,2,13,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Metals & Mining,China,M,523,1805500.0,3452.1988527724666,,446800,6037.8378378378375
1217,2500,60,True,1962,9,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Diversified,China,M,523,1805500.0,3452.1988527724666,,905200,4840.641711229947
1217,2500,63,True,1960,1,17,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Real Estate,United States,M,754,4575100.0,6067.771883289125,New York,657400,3406.2176165803107
1217,2500,69,False,1954,1,1,129.61,2.5,35.5,107.5,71.1,14.0,43.1,108116615,12.879721,121.774017,376795508680,Diversified,Philippines,M,14,41400.0,2957.1428571428573,,905200,4840.641711229947
1217,2500,71,True,1952,2,1,129.61,2.5,35.5,107.5,71.1,14.0,43.1,108116615,12.879721,121.774017,376795508680,Diversified,Philippines,M,14,41400.0,2957.1428571428573,,905200,4840.641711229947
1217,2500,53,True,1970,2,22,114.41,0.6,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,372062527489,Energy,Singapore,M,46,138000.0,3000.0,,453500,4535.0
1217,2500,64,True,1958,12,2,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Illinois,1605100,4314.784946236559
1217,2500,76,False,1946,6,14,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Real Estate,United States,M,754,4575100.0,6067.771883289125,Florida,657400,3406.2176165803107
1217,2500,78,True,1944,8,20,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Automotive,Germany,M,102,462100.0,4530.392156862745,,525300,7195.890410958904
1217,2500,74,True,1949,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Fashion & Retail,China,M,523,1805500.0,3452.1988527724666,,1698800,6386.466165413533
1217,2500,69,True,1954,1,29,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,F,754,4575100.0,6067.771883289125,California,427500,4697.802197802198
1217,2500,88,True,1935,1,14,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Food & Beverage,China,M,523,1805500.0,3452.1988527724666,,957200,4515.094339622641
1217,2500,66,True,1957,1,1,114.41,0.6,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,372062527489,Metals & Mining,Singapore,M,46,138000.0,3000.0,,446800,6037.8378378378375
1217,2500,45,True,1978,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Fashion & Retail,China,M,523,1805500.0,3452.1988527724666,,1698800,6386.466165413533
1272,2400,51,True,1972,2,17,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
1272,2400,83,False,1940,1,1,114.52,-1.9,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,421142267938,Automotive,United Arab Emirates,M,17,99400.0,5847.058823529412,,525300,7195.890410958904
1272,2400,77,False,1945,9,10,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Energy,United States,M,754,4575100.0,6067.771883289125,Texas,453500,4535.0
1272,2400,70,True,1952,12,14,158.93,4.1,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506,351431649241,Media & Entertainment,South Africa,M,5,25600.0,5120.0,,427500,4697.802197802198
1272,2400,45,False,1978,1,1,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Healthcare,Germany,M,102,462100.0,4530.392156862745,,643200,3200.0
1272,2400,74,True,1948,4,19,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,California,1698800,6386.466165413533
1272,2400,86,False,1936,12,28,167.4,3.7,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,Fashion & Retail,Brazil,M,44,104800.0,2381.818181818182,,1698800,6386.466165413533
1272,2400,58,True,1965,1,1,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Finance & Investments,Switzerland,M,78,409900.0,5255.128205128205,,1605100,4314.784946236559
1272,2400,91,True,1931,8,23,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,F,754,4575100.0,6067.771883289125,California,1698800,6386.466165413533
1272,2400,78,True,1944,8,4,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Texas,1605100,4314.784946236559
1272,2400,66,True,1956,8,10,110.05,1.1,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,2715518274227,Healthcare,France,M,35,499500.0,14271.42857142857,,643200,3200.0
